Country,ICT_Goods_Imports,ICT_Service_Exports
Poland,75.2911071777344,1.4538300037384
Portugal,75.557243347168,1.70178997516632
Qatar,35.0854911804199,0.680580019950867
Republic of the Congo,10.3542900085449,0.383390009403229
Romania,58.2390403747559,0.45881000161171
Russia,53.9151916503906,0.925270020961761
Rwanda,8.88624000549316,0.794449985027313
Saint Kitts and Nevis,92.1944808959961,0.8337021895827059
Saint Lucia,16.2592697143555,0.273739993572235
Saint Vincent and the Grenadines,40.9883728027344,0.113899998366833
Samoa,13.4067001342773,0.8337021895827059
Sao Tome and Principe,16.6602973937988,0.8337021895827059
Saudi Arabia,73.7492065429688,0.564859986305237
Senegal,17.2958393096924,0.577199995517731
Serbia,73.2060012817383,0.950049996376038
Seychelles,14.0341396331787,0.201700001955032
Sierra Leone,1.92174005508423,0.8337021895827059
