Country,Adult Literacy Rate,Tertiary Education Enrollment
Qatar,-0.540903572476051,-0.6135061551773799
Republic of the Congo,-0.4376802840642061,-0.490969529301113
Romania,1.3545793760204496,0.17014906499250937
Russia,-0.3017154700896851,-0.06308486818295606
Rwanda,-0.6490814172616298,-0.45473552025710995
Saint Kitts and Nevis,-0.8566026369471677,1.9068265138328846
Saint Lucia,-0.8460207934145153,-0.09457517020387182
Saint Vincent and the Grenadines,-0.7642637165507254,-0.4428794548521341
Samoa,-0.3245301171277234,-0.3789188687593773
Sao Tome and Principe,-0.7530681082295465,1.484756453370814
Saudi Arabia,-0.6118472446143393,-0.7869060122226038
Senegal,-0.15435099110455117,-0.7065890733673006
Serbia,1.3996182311765732,-0.47362714291735664
Seychelles,-0.8710601633444844,-0.8306417647632685
Sierra Leone,-0.8871508413074477,-0.7753836889196744
Singapore,-0.19841614507979097,3.612445332797774
Slovakia,0.5116964035359056,-0.0693627551385277
Slovenia,-0.18170829224368235,-0.1839742773997106
Solomon Islands,-0.680583962638806,-0.7260337762693433
South Africa,-0.0919330897228559,-0.38179055428970105
Spain,0.06710715121125392,-0.07633589642144722
Sri Lanka,0.5751316791912902,-0.7214390041365566
Sudan,-0.9154015822439415,-0.6592543605913461
Suriname,0.06356480879040449,-0.5792355102955642
Sweden,0.969407446817254,0.5620141797319052
Switzerland,0.06970859817733956,1.484894847290625
Syria,-0.7510830211819572,-0.7241564398138364
Tajikistan,-0.6740913315883449,-0.7048158985182639
Tanzania,-0.8410359965631762,-0.4322919196717795
Thailand,-0.848286310563833,1.4081186228862115
Timor-Leste,-0.7511503736818342,1.4068649608458944e-16
Togo,-0.3088828285682881,-0.7882558515201579
Tonga,0.24207240418076686,-0.6201217028240579
Trinidad and Tobago,-0.4406204043184321,-0.6782057497690898
Tunisia,-0.5097621167859059,-0.22375999590684897
Turkmenistan,0.0,1.4068649608458944e-16
Uganda,-0.6852421028472654,-0.7221621464703187
Ukraine,2.7439520086833444,-0.3039878979865387
United Arab Emirates,0.0,-0.0718910557168672
United Kingdom,-0.08201461353776927,1.4545245730033034
United States of America,-0.31256362158997475,1.0926835005257918
Uruguay,0.7050061463358234,0.014323345743768513
Uzbekistan,-0.2032790709657972,-0.610151709859558
Vanuatu,-0.19432607727354095,1.4068649608458944e-16
Venezuela,-0.4804358298283328,1.4068649608458944e-16
Viet Nam,0.0,2.547276245163899
Yemen,1.3209413254224907,-0.4512068393242023
Zambia,-0.6836450812696324,-0.7415297332929057
Zimbabwe,-0.5785656285814829,-0.6798632629629402
