Country,Mobile Subscriptions,Internet Users
Spain,1.3816078583645737,0.8558220165381777
Sri Lanka,-0.5151048104379893,0.39771598943980957
Sudan,-1.078268034825633,-1.650856828793697
Suriname,0.21338685232670437,0.5940471439105388
Sweden,1.5530732222226045,0.0
Switzerland,2.074236321440655,0.0
Syria,-0.6382954027480033,0.5286034257536291
Tajikistan,-1.0782134394360467,0.9016324195296372
Tanzania,-0.9205074399837764,-0.25541253745636555
Thailand,-0.04602373324450373,0.3388080552083325
Timor-Leste,-1.0818042330050857,-1.0485900819687064
Togo,-1.0027233481505964,-1.2383769644829339
Tonga,-0.5533765731723438,0.8819996036601306
Trinidad and Tobago,0.6577191840689789,0.7838340264247661
Tunisia,-0.1671699905492683,-0.04632437158038827
Turkmenistan,-0.7446616355179785,0.8819996036601306
Uganda,-1.0762717287541776,-0.34899707439258615
Ukraine,0.19067920717345638,0.9212657346950874
United Arab Emirates,1.3177676753525365,0.7903782983812679
United Kingdom,1.5729149167197587,0.0
United States of America,1.3794858903844414,0.0
Uruguay,1.014054538781487,0.8558220165381777
Uzbekistan,0.8761072118291483,0.9212657346950874
Vanuatu,-1.009309859127953,0.20792910692558225
Venezuela,-0.4623849041364696,0.764200711259315
Viet Nam,0.3851304010113986,0.6594908620674486
Yemen,-0.9999363243523002,-2.082601028566258
Zambia,-1.0512885317188203,0.10321925773371576
Zimbabwe,-0.9756042091996275,0.25701189554326453
