Country,ICT_Goods_Imports,High-Tech_Exports,ICT_Service_Exports
Sri Lanka,-0.6723726232975202,-0.42375972198337963,-0.8290799063679759
Sudan,-0.8575264731503437,-0.4490670554346007,-0.6926071109567593
Suriname,-1.219382914773036,-0.4392253146480147,-1.263258728543176e-16
Sweden,1.2867360888985684,0.2904694665288576,2.929395346935329
Switzerland,0.9734179661979586,-0.3029772545991764,2.813596950274549
Syria,0.08703320930903051,-0.44766109246508834,-0.8654908661866895
Tajikistan,-0.2961577434008665,-0.41813587010533054,-0.8465685470530612
Tanzania,-1.2429388122445397,-0.4321954998004533,-0.3631335034898096
Thailand,0.07388920292384035,1.8159392884496797,0.37016030793626326
Timor-Leste,-0.4191710331273398,-0.4139179811967936,-1.263258728543176e-16
Togo,-0.9263328328700726,-0.4321954998004533,-0.731589576882576
Tonga,0.2360730225264154,-0.3408079067821552,-1.263258728543176e-16
Trinidad and Tobago,-1.0395399679919408,-0.44203724058703925,-0.8942327602604749
Tunisia,-0.1744855061048605,0.14846720660811755,-0.09913130791896252
Turkmenistan,-0.8239059060513396,-0.4490670554346007,-0.7893236996618576
Uganda,-1.2578104477594165,-0.4293835738614288,-0.5948664468396497
Ukraine,1.02985304365679,-0.3225303881784956,-0.5770819638421669
United Arab Emirates,0.5616464314813259,0.7375656908337621,0.7520998289808862
United Kingdom,1.1662785747845008,0.02614842826054939,2.347832688327743
United States of America,1.1409052838932494,0.6532079126630255,3.131942641220372
Uruguay,1.0456010270084384,-0.440631277617527,-0.23642336874634065
Uzbekistan,0.06320358824490754,-0.3759569810199622,-0.8060841242024993
Vanuatu,-1.2538005519728719,-0.4448491665260638,-1.263258728543176e-16
Venezuela,1.1207865538421262,-0.4504730184041129,-0.1635104337475385
Viet Nam,-0.05314197015453033,4.892186265742544,-0.46510692447634544
Yemen,-1.1111422515460287,-0.4392253146480147,-1.263258728543176e-16
Zambia,-1.28276844657736,-0.4462551294955761,-0.6320852866767671
Zimbabwe,-1.0980990325977078,-0.44766109246508834,-1.263258728543176e-16
