"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific","EAS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171297.009330396","183859.146983654","192525.820749357","200340.729769102","215660.568289702","237265.371385416","248146.890215244","273132.614500073","320509.266231878","387916.004122762","429159.419069291","454958.118944049","497999.699423236","546848.858884114","584273.914206839","613237.216498074","622404.723941333","655985.306846888","689579.923287447","713383.549145216","749824.343158372","791571.034227269","872743.270222718","980962.541960228","1043143.59775039","1170380.29588931","1294313.09653981","","",
"Europe & Central Asia (excluding high income)","ECA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15202.4075263508","16014.9152845875","16620.0332748332","16630.6009063232","16903.3558782595","20392.6887247072","22313.9942090811","24803.2218224458","27897.0390444819","30411.7940926647","31318.9922322315","33976.6744963163","34871.51","38764.79","40953.72","43254.69","45804.1","47948.52","48425.51","50717.69","54568.6","54364.46","56836.2","65802.74","70513.47","80665.06","84114.97","","",
"Europe & Central Asia","ECS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402413.960780703","418041.194606575","422262.874129351","417760.629969343","436795.260397264","449434.549662814","462184.513959732","480737.007385234","509082.82600528","554553.400615754","576060.09209082","601404.255140224","626930.848947594","653925.081769462","670534.226471663","696401.890667386","722787.984499217","739445.164919254","759417.550112229","775207.79686165","791472.358812431","802851.812299825","819402.337821159","862798.217449542","890956.15104762","955184.787392385","913901.439008398","","",
"Ecuador","ECU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.78","99.62","94.52","66.82","73.7","60.41","91.3","98.81","93.53","133.34","135.16","143.06","154.2","180.38","192.46","171.31","244.88","261.98","406.82","657.3","1152.65","1599.51","2166.56","2457.62","2930.96","3095.23","3573.97","","",
"Egypt, Arab Rep.","EGY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2351.45","2342.28","2402.36","2404.74","2682.75","2953.45","3020.31","3554.55","3560.45","3617.7","3939.67","4425.22","4857.26","6012.69","6574.14","7169.3","8281.32","8509.71","9014.75","9709.94","11127.39","11187.53","13196.84","15448.49","18009.29","21379.39","24025","","",
"Euro area","EMU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220530.18","231703.99","233552.52","231834.37","242034.35","249509.06","257670.53","270110.61","285867.09","315843.06","332160.32","347113.66","363977.34","379306.25","387592.34","402546.35","417599.4","424998.56","432501.95","433525.18","434928.26","436622.28","439361.75","453704.98","469341.02","502374.43","485477","","",
"Eritrea","ERI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99","0.98","10.34","3.99","4.58","6.68","11.83","14.3","11.69","11.76","20.62","17.15","9.5","6.96","10.47","11.6","4.25","10.52","7.65","10.34","8.86","13.65","21.47","26.56","37.68","32.82","34.32","","",
"Spain","ESP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21122.2","22767.13","22924.81","23999.8","25000.67","26457.11","28112.36","29480.2","32067.97","36149.35","39826.15","42535.8","44455.71","47475.55","49344.84","52408.62","54679.57","54727.56","56177.8","55305.66","55591.05","55884.36","57270.34","60307.51","65541.7","70281.94","67099.71","","",
"Estonia","EST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.38","404.39","459.91","484.81","464.97","516.3","509.77","571.1","636.57","720.21","901.46","1079.02","1143.75","1166.8","1416.28","1397.32","1497.43","1450.11","1687.96","1544.89","1575.25","1589.67","1503.59","1694.02","1794.38","1877.57","1842.31","","",
"Ethiopia","ETH","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.12","161.04","154.66","186.89","165.79","171.82","201.74","209.63","212.46","223.2","277.91","331.52","360.35","408.2","445.78","492.24","650.03","771.42","985.33","1014.8","1168.41","1630.8","2100.47","2735.23","4141.92","5716","7155.92","","",
"European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262891.05","276007.01","278593.71","277469.44","290457.92","299798.25","309718.88","324674.17","344586.24","380153.54","399969.29","418517.98","440519.51","459076.52","471464.23","490006.71","509747.79","520062.01","532906.16","537776.96","539703.12","542190.59","546323.77","565671.96","583137.84","623771.67","601005.69","","",
"Fragile and conflict affected situations","FCS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8660.43573606146","9394.26635977797","9646.77959457197","9036.04303353369","9258.18661179626","10597.4997153817","10016.4042464956","10344.946518196","10526.9890672291","11511.4729023617","11473.0872951652","11911.7116058342","12969.5352730304","13761.2862354705","14813.3980585321","15296.9462494573","16056.01","16988.13","17881.65","18144.82","19905.96","23408.72","28341.66","36899.84","42331.41","51129.69","52774.92","","",
"Finland","FIN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6576.37","6940.03","6928.39","6932.89","7504.8","7767.57","7849.93","8091.63","8820.77","9211.78","9476.9","9450.35","9647.85","10026.71","10072.37","10343.68","10587.78","10837.45","11283.46","11122.9","11298.48","10979.67","11150.48","11414.95","11315.41","11810.95","12012.73","","",
"Fiji","FJI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.36","20.76","22.28","22.84","27.07","39.6","37.81","44.63","61.34","58.23","85.96","85.84","71.53","64.74","69.39","65.93","64.66","83.39","118.24","101.27","166.91","140.07","162.94","160.31","183.38","206.51","212.83","","",
"France","FRA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46610.69","49416.52","49672.35","49210.64","50006.98","50801.94","51494.97","53080.93","55363.06","59947.65","62862.38","63765.35","66839.35","68546.59","68992.83","70701.69","72430.66","73455.58","73314.26","72732.87","71971.68","70699.91","69234.08","68294.1","67560.3","69471.16","65888.42","","",
"Faroe Islands","FRO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","1","5.27","2.92","4.29","1.08","0","2.26","2.4","7.96","2","7.69","4.31","4.04","14.38","4.94","4.63","4.85","3.33","6.75","3.81","6.58","4.37","2.32","7.57","2.24","3.39","","",
"Gabon","GAB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.65","29.5","33.26","36.5","23.61","28.73","29.88","26.9","32.45","48.89","42.17","33.15","41.52","50.45","42.93","57.18","50.52","54.08","60.1","61.03","59.25","61.38","61.46","76.27","62.1","92.54","95.12","","",
"United Kingdom","GBR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72332.42","74151.07","74207.66","73334.16","77969.06","74398.12","75375.88","77151.46","80815.73","86341.25","89912.02","92537.3","92751.47","95006.68","95150.46","96414.12","98685.19","99858.85","99810.65","101175.14","101572","102026.8","102782.03","103937.96","104648.2","109939.22","105583.93","","",
"Georgia","GEO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216.91","258.71","243.6","247.35","262.72","231.08","258.71","252.78","314.64","423.6","441.69","357.88","409.08","440.68","344.56","479.16","452.71","470.11","460.12","490.4","592.01","542.95","548.01","621.16","619.47","657.35","598.53","","",
"Ghana","GHA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.99","135.69","130.02","129.11","139.15","117.26","148.88","149.24","173.48","189.04","188.01","234.56","254.85","307.36","355.3","409.64","514.3","580.35","623.17","786.31","1008","1116.58","1363.5","1656.45","2076.52","2559.56","3075.26","","",
"Gibraltar","GIB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.02","4.23","5.14","3.85","3.11","14.28","10.4","5.66","10.91","6.9","16.78","14.11","12.04","11.83","11.55","10.5","11.65","10.51","20.42","27.61","38.66","36.5","27.85","34.43","40.58","48.47","47.18","","",
"Gambia, The","GMB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.61","32.73","33.33","34.27","27.9","35.31","25.78","31.85","36.92","37.35","44","36.46","43.22","38.47","45.39","33.81","37.11","45.65","46.24","41.96","52.33","46.96","35.71","51.16","60.99","80.5","78.46","","",
"Guinea-Bissau","GNB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","4.42","2.4","7.48","1.48","2.23","5.09","8.01","10.64","9.39","6.74","12.14","6.29","8.29","5.8","10.38","12.8","12.09","17.74","9.68","11.07","16.62","15.58","14.05","16.91","14.11","14.77","","",
"Equatorial Guinea","GNQ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.83","1.27","0","2.19","0","1.67","0.46","0.82","4.1","0.74","3.22","3.23","1.23","1.97","2.86","1.71","2.32","2.14","2.36","4.05","4.85","2.96","2.6","4.07","1.7","4.42","2.99","","",
"Greece","GRC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4063.96","4411.82","4572.31","4573.08","5285.59","5720.28","6408.11","6768.16","7935.37","9227.1","10644.78","11128.2","11787.68","12048.84","11935.23","11931.57","11842.68","11775.12","11537","11331.18","11175.8","11146.65","11287.46","11908.61","12756.02","14749.19","15105.34","","",
"Grenada","GRD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19","1.8","1.75","1.2","1.04","2.79","1.92","5.4","4.18","4.69","12.48","21.24","23.41","17.53","17.49","23.02","29.85","34.5","55.26","33.62","36.97","56.14","46.65","58.19","57.66","61.74","52.76","","",
"Greenland","GRL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.27","7.88","9.75","4.68","11.91","9.11","11.86","11.81","28.53","15.56","14.22","15.91","15.94","11.79","21.35","17.55","25.44","31.57","23.84","29.22","23.8","25.88","31.51","28.41","29.34","35.19","30.55","","",
"Guatemala","GTM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.21","30.84","29.89","29.73","24.13","23.84","23.92","26.71","28.55","46.75","36.47","32.06","36.23","55.78","52","44.39","67.55","72.98","63.06","85.69","91.55","105.53","106.75","95.12","123.82","124.03","121.38","","",
"Guam","GUM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95","11.68","5.18","8.78","10.27","8.31","7.86","7.29","11.3","20.19","9.64","12.11","10.07","10.23","20.13","10.65","13.39","13.74","12.11","9.85","13.58","17.45","14.89","17.09","25.06","29.95","28.87","","",
"High income","HIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","888533.847911625","909653.890298652","905547.167996673","900727.149804663","938325.20524725","952042.377314962","986621.430781885","1032775.82789857","1100241.30274687","1201501.72174779","1243050.63348434","1273996.54018047","1309973.30440717","1349120.5964716","1384934.24685547","1435803.18609149","1469518.11304466","1492845.73713096","1519757.06998785","1536634.36876616","1553072.4306752","1568963.4378925","1599911.63420029","1652738.35122266","1691631.97281926","1791989.68017056","1731763.69338267","","",
"Hong Kong SAR, China","HKG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.21","13.97","11.6","19.06","12.87","7.7","10.26","10.25","13.44","13.95","11.3","12.07","17.67","16.52","21.96","19.1","26.42","19.55","25.36","30.92","32.64","45.54","46.74","78.07","114.94","112.68","159.18","","",
"Heavily indebted poor countries (HIPC)","HPC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1441.0329636367","1568.63147391175","1624.67014072986","1656.55213007223","1524.29943205294","1603.70545891378","1730.67702713888","1935.47910640936","2077.5081339048","2331.6284855911","2585.75883847192","2971.11486471556","3089.20103432061","3350.55381213559","3735.64805638322","4174.18830735732","4538.04","4955.01","5624.52","6098.63","6873.18","7907.05","9120.81","10610.82","13352.79","16850.66","19426.27","","",
"Croatia","HRV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1469.22","1403.3","1495.5","1547.68","1828.44","1878.8","2124.29","2375.59","2511.21","3024.3","3016.93","3505.63","3738.88","4128.56","3971.29","4522.9","4442.57","4241.78","4062.94","4115.56","4068.08","4433.35","4721.48","4751.25","5066.8","5782.73","5711.14","","",
"Haiti","HTI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01","3.53","5.93","0.81","5.46","4.69","6.03","4.93","6.32","8.17","14.05","10.52","7.02","11.67","14.55","18.13","16.87","29.38","36.71","33.84","32.5","42.22","31.58","35.07","41.75","40.18","37.56","","",
"Hungary","HUN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514.48","3905.61","4342.56","3982.13","4411.53","4347.95","4628.75","4652.86","4884.44","5598.55","5608.48","5890.22","6481.82","6045.91","5954.49","6441.42","6506.75","6306.37","6670.04","6586.04","6531.06","6766.09","6875.82","7377.59","7762.07","8387.03","8801.72","","",
"IBRD only","IBD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147327.347005738","155191.931613948","166017.999529629","169541.217039368","183892.523219272","213920.170343329","229464.38047483","252774.961139526","300459.660437168","362867.477789547","409490.895529596","448527.912231928","512036.091928268","576586.052767898","627305.588429484","674297.29","703316.43","748629.23","808159.21","857635.58","931190.03","1000067.13476437","1121732.64617267","1272303.91217058","1374849.28733096","1557260.28149642","1696518.88682578","","",
"IDA & IBRD total","IBT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152326.462649173","160578.156938705","171430.796987457","175172.208392332","189560.414365227","220013.347442797","235893.299255733","259804.322977653","308240.328425449","372063.360283021","419915.539808995","460344.873911843","525099.209928335","591560.451644807","644161.025374301","692608.525031131","722706.89","769339.53","830895.09","881613.4","958868.27","1032045.24586851","1158090.27765089","1317872.99597018","1427789.24232344","1623683.70277177","1766789.83728882","","",
"IDA total","IDA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4998.10381007525","5385.03048772378","5411.95020996068","5630.0185957941","5667.29369555419","6092.96637173085","6428.85006409767","7029.3837671697","7782.12098541729","9198.09129448018","10427.0301677851","11818.6132225372","13063.0209778162","14974.3451941346","16855.3872510221","18311.2131725059","19390.46","20710.3","22735.88","23977.82","27678.24","31978.11","36357.63","45569.08","52939.95","66423.41","70270.94","","",
"IDA blend","IDB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2901.5578456793","3061.36636696224","3055.67535127755","3180.34304410575","3277.96218377072","3636.76957677315","3872.99983822016","4085.91459412896","4561.68718296847","5556.35987589896","6277.70831613211","7089.54154317503","7918.93116330789","9407.84","10522.34","11456.79","11600.91","12505.24","13344.47","14189.43","16150.51","18749.66","21281.13","26340.92","30255.75","36975.68","38882.06","","",
"Indonesia","IDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.04","317.04","327.98","335.51","398.08","330.1","386","386.76","472.22","604.42","729.9","658.13","771.94","1094.5","1446.09","1942.53","2111.14","2815.34","3354.32","4474.1","6753.72","13002.06","21795.18","31005.34","32895.71","39566.05","31947.1","","",
"IDA only","IDX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2097.79652710649","2325.91996993127","2358.82790635695","2452.31420854415","2391.13090722103","2456.88936147213","2556.12814783459","2945.52022794176","3222.2779391766","3641.98258466574","4149.85282384538","4729.96739684502","5144.09545197165","5566.43024925014","6332.96507078218","6854.32270361158","7789.55","8205.06","9391.41","9788.39","11527.73","13228.45","15076.5","19228.16","22684.2","29447.73","31388.88","","",
"Isle of Man","IMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18904.78","19348.5","19717.89","20837.67","21408.98","22532.95","24313.44","26637.84","28557.33","32733.84","37739.98","42045.44","47758.02","53200.44","60265.62","71374.74","78135.08","82849.43","91832.04","98300.94","107483.91","113508.58","130234.95","132819.62","148409.55","179806.22","207390.38","","",
"Not classified","INX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2121.52","2188.73","2314.16","2289.87","2607.75","2776.33","3039.39","3156.78","3851.1","4770.06","4914.54","5507.74","5737.71","6354.6","6940.92","7200.18","7018.56","7077.4","7186.57","6896.82","7148.95","7288.93","7457.08","7999.14","8513.7","9437","9254.27","","",
"Iran, Islamic Rep.","IRN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649.35","860.98","969.12","1181.4","1559.17","1910.45","2753.06","3906.51","5176.16","7142.47","10011.67","12987.19","16845.65","20425.58","24792.45","31161.44","31462.35","32380.6","35447.71","36885.35","41932.91","45826.76","48707.42","54505.54","56966","59374.36","60939.82","","",
"Iraq","IRQ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.92","79.67","67.98","60.65","91.98","89.11","103.31","120.69","92.74","141.51","249.48","243.08","306.62","363.38","536.05","597.39","842.4","805.37","806.21","839.57","1193.62","1971.46","3475.9","6385.65","7521.02","11401.67","13407.6","","",
"Iceland","ISL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205.42","224.04","234.29","228.5","220.1","239.09","306.4","262.25","307.44","363.08","386.39","382.37","423.6","480.44","568.75","548.23","645.19","589.16","597.31","615.26","674.43","641.27","720.82","680.46","686.83","751.67","765.6","","",
"Israel","ISR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8390.48","8740.54","8511.28","8493.43","9345.74","9369.95","9681.29","9934.33","10463.49","10573.52","11226.15","11256.78","11395.53","11233.23","10959.72","11268.18","11614.79","11390.71","12086.64","12249.84","12479.66","12507.34","12752.3","13267.72","13675.43","15132.89","15417.46","","",
"Italy","ITA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34243.84","35158.03","34127.6","34282.2","36209.65","37419.9","39094.52","42549.05","44567.15","48093.98","51002.2","54347.87","56415.8","58491.98","58776.67","60521.84","64130.5","67380.42","69089.63","70947.03","70793.77","72117.06","73693.73","78131.55","86301.61","92877.32","90585.64","","",
"Jamaica","JAM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.32","107.26","95.74","113.34","107.05","151.66","147.92","141.52","168.78","145.14","144.2","174.49","221.42","206.93","173.98","199.55","206.96","201.42","208.67","155.26","162.19","168.53","197.8","152.88","172.21","212.21","168.07","","",
"Jordan","JOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","348.08","403.39","457.61","476.6","536.58","539.78","589.94","657.18","742.46","788.65","916.62","1037.22","1240.07","1282.14","1435.45","1416.08","1380.32","1403.65","1368.51","1421.99","1672.05","1994.89","2472.02","3009.79","3373.47","4068.98","5249.35","","",
"Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88807.36","91890.26","92245.79","94194.57","96607.21","96102.98","98144.51","101381.97","103829.66","112257.28","113533.15","109140.33","107614.13","109026.54","108732.89","110457.48","109040.04","108551.11","105286.6","102018.5","102449.32","102425.45","103957.43","104005.62","102788.11","109074.89","103722.96","","",
"Kazakhstan","KAZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229.71","166.55","211.91","163.63","192.97","204.41","230.31","254.88","241.46","250.5","230.76","228.35","239.01","272.7","321.99","381.98","447.55","621.51","906.72","1110.37","1470.61","1690.02","1973.65","2413.12","2907","3294.93","3550.75","","",
"Kenya","KEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392.39","409.19","360.51","362.13","360.08","404.9","441.14","424.62","450.54","460.56","483.57","545.79","591.12","702.74","750.61","830.81","791.58","853.74","935.73","1001.89","1100.23","1191.38","1334.77","1463.07","1786.27","1976.72","2007.14","","",
"Kyrgyz Republic","KGZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","25.89","31.64","30.98","28.88","30.72","29.46","21.7","34.11","44.83","52.87","38.24","51.57","34.73","34.82","49.58","51.95","56.04","50.81","48.24","106.29","115.48","135.02","186.15","209.59","252.43","236.83","","",
"Cambodia","KHM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94","6.79","8.79","10.18","12.15","13.24","24.24","23.91","36.55","35.52","44.33","51.81","51.44","65.22","55.85","71.36","77.26","85.39","93.44","111.49","125.21","125.22","147.68","145.71","163.05","171.26","203.2","","",
"Kiribati","KIR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17","0.33","0","0","0","0.5","0","0.11","0","0","0.36","2.12","0","0.33","0.33","0","1","1.05","1.94","1.48","2.17","2.54","0.62","3.97","3.71","2.36","2.03","","",
"St. Kitts and Nevis","KNA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","1.33","1.46","3.24","1.5","1","0.34","0","0.73","1.96","1.94","1.17","4.16","2.82","4.41","4.63","8.85","12.97","15.2","19.3","21.51","28.53","27.26","33.46","35.74","34.45","38.87","","",
"Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8866.52","11237.92","12158.34","14682.76","15875.05","18435.81","20023.41","23879.88","27741.08","32097.53","37247.49","41317.08","43923.63","45957.42","50338.95","53624.1","56100.89","57320.12","60152.58","62722.77","62915.13","64096.89","66892.64","70701.85","73255.78","77566.47","76935.71","","",
"Kuwait","KWT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","475.08","489.87","544.42","562.61","505.73","526.06","512.71","535.29","569.37","626.7","656.42","727.61","765.34","801.72","744.62","795.37","823.4","871.03","784.11","864.37","816.43","850.76","1001.08","1162.19","1134.46","1255.18","1334.56","","",
"Latin America & Caribbean (excluding high income)","LAC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16527.8472936488","19166.7130813804","20747.1906662491","22349.821682321","24160.3426653179","25960.3634260364","29169.1851971846","31252.6912827455","34446.8899506826","38635.851975215","47502.1427627826","50302.8840583764","56998.8570626545","61513.71","66130.03","70151.17","75971.97","79264.73","83508.9","85758.73","90441.13","96240.7","103490.37","110910.42","119408.34","126375","118162.06","","",
"Lao PDR","LAO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.43","4.06","8.15","6.17","8.57","7.01","12.29","17.72","37.96","24.14","41.42","28.22","34.68","41.96","43.5","49.51","62.81","72.11","56.61","70.96","89","78.82","89.81","94.68","90.23","87.11","83.93","","",
"Lebanon","LBN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.34","258","276.74","310.32","414.71","435.09","395.95","471.77","499.4","577.01","648.85","661.79","740.45","788.92","799.05","882.47","1023.86","1099.86","1219.11","1301.39","1472.02","1561.41","1907.25","2096.33","2236.68","2207.34","2091.17","","",
"Liberia","LBR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14","0","0.63","0","1","0","0.69","1","1.42","1.08","3.55","4.15","2.14","2.33","4.36","9.22","7.47","3.46","9.45","10.71","17.19","21.09","25.33","21.98","10.6","26.16","25.91","","",
